State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Candidate Won
Andhra Pradesh,Narsapuram,16,NOTA,None of the Above,12031,35,12066,1.03,loss
Andhra Pradesh,Nellore,1,Adala Prabhakara Reddy,Yuvajana Sramika Rythu Congress Party,677014,6816,683830,53.13,loss
Andhra Pradesh,Nellore,2,Chandra Rajagopal,Communist Party of India (Marxist),18571,259,18830,1.46,loss
Andhra Pradesh,Nellore,3,Chevuru Devakumar Reddy,Indian National Congress,9973,48,10021,0.78,loss
Andhra Pradesh,Nellore,4,Beeda Masthan Rao,Telugu Desam,529571,5688,535259,41.59,loss
Andhra Pradesh,Nellore,5,Sannapureddy Suresh Reddy,Bharatiya Janata Party,12278,235,12513,0.97,loss
Andhra Pradesh,Nellore,6,Chinni Venkateswarlu,Pyramid Party of India,836,5,841,0.07,loss
Andhra Pradesh,Nellore,7,Shaik Mahaboob Basha (Mabu),Republican Party of India (A),1317,2,1319,0.1,loss
Andhra Pradesh,Nellore,8,Kankanala Penchala Naidu,Independent,667,1,668,0.05,loss
Andhra Pradesh,Nellore,9,Narasapuram Prasad,Independent,2397,2,2399,0.19,loss
Andhra Pradesh,Nellore,10,Butti Nagaraju,Independent,1089,12,1101,0.09,loss
Andhra Pradesh,Nellore,11,Meda Malla Reddy,Independent,597,1,598,0.05,loss
Andhra Pradesh,Nellore,12,Sukapalli Naveen,Independent,1014,0,1014,0.08,loss
Andhra Pradesh,Nellore,13,Dr. S. Suresh Babu,Independent,1482,0,1482,0.12,loss
Andhra Pradesh,Nellore,14,NOTA,None of the Above,17128,33,17161,1.33,loss
Andhra Pradesh,Ongole,1,THOGANTI SREENIVASULU,Bharatiya Janata Party,7587,642,8229,0.61,loss
Andhra Pradesh,Ongole,2,MAGUNTA SREENIVASULU REDDY,Yuvajana Sramika Rythu Congress Party,729344,9858,739202,55.07,loss
Andhra Pradesh,Ongole,3,SIDDA RAGHAVA RAO,Telugu Desam,516287,8064,524351,39.06,loss
Andhra Pradesh,Ongole,4,DR SIRIVELLA PRASAD,Indian National Congress,8001,138,8139,0.61,loss
Andhra Pradesh,Ongole,5,KONDA PRAVEEN KUMAR,Navodayam Party,805,6,811,0.06,loss
Andhra Pradesh,Ongole,6,BELLAMKONDA SAIBABU,Janasena Party,29054,325,29379,2.19,loss
Andhra Pradesh,Ongole,7,MARAM SRINIVASA REDDY,Praja Shanthi Party,3253,5,3258,0.24,loss
Andhra Pradesh,Ongole,8,VENKATESAN BABURAO,India Praja Bandhu Party,1068,5,1073,0.08,loss
Andhra Pradesh,Ongole,9,KAVURI VENU BABU NAIDU,Independent,564,1,565,0.04,loss
Andhra Pradesh,Ongole,10,BILLA CHENNAIAH,Independent,671,2,673,0.05,loss
Andhra Pradesh,Ongole,11,MADHU YATTAPU,Independent,1160,0,1160,0.09,loss
Andhra Pradesh,Ongole,12,MOHAN AYYAPPA,Independent,1451,0,1451,0.11,loss
Andhra Pradesh,Ongole,13,VENKATESH VEPURI,Independent,3208,4,3212,0.24,loss
Andhra Pradesh,Ongole,14,NOTA,None of the Above,20843,22,20865,1.55,loss
Andhra Pradesh,Rajahmundry,1,NALLURI VIJAYA SRINIVASA RAO,Indian National Congress,12678,47,12725,1.02,loss
Andhra Pradesh,Rajahmundry,2,PARAVASTU SATYA GOPINATH DAS,Bharatiya Janata Party,12165,169,12334,0.99,loss
Andhra Pradesh,Rajahmundry,3,MAGANTI ROOPA,Telugu Desam,459100,1290,460390,36.82,loss
Andhra Pradesh,Rajahmundry,4,MARGANI BHARAT,Yuvajana Sramika Rythu Congress Party,578471,3553,582024,46.55,loss
Andhra Pradesh,Rajahmundry,5,AKULA SATYANARAYANA,Janasena Party,155164,643,155807,12.46,loss
Andhra Pradesh,Rajahmundry,6,GEDDAM DAVID NELSON BABU,Ambedkarite Party of India,1752,5,1757,0.14,loss
Andhra Pradesh,Rajahmundry,7,BANDARU RAJESWARA RAO,Jana Jagruti Party,1034,1,1035,0.08,loss
Andhra Pradesh,Rajahmundry,8,MEDA SRINIVAS,Rashtriya Praja Congress (Secular),994,2,996,0.08,loss
Andhra Pradesh,Rajahmundry,9,SANGISETTI SRINIVASA RAO,Pyramid Party of India,1156,5,1161,0.09,loss
Andhra Pradesh,Rajahmundry,10,KURUVELLA BHANUCHANDAR,Independent,1242,0,1242,0.1,loss
Andhra Pradesh,Rajahmundry,11,KOLLAPU VENU,Independent,2868,1,2869,0.23,loss
Andhra Pradesh,Rajahmundry,12,NOTA,None of the Above,18064,23,18087,1.45,loss
Andhra Pradesh,Rajampet,1,P.V.MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,695277,6934,702211,57.35,loss
Andhra Pradesh,Rajampet,2,M.SHAJAHAN BASHA (JAHA),Indian National Congress,20959,191,21150,1.73,loss
Andhra Pradesh,Rajampet,3,D A SATHYA PRABHA,Telugu Desam,429710,4217,433927,35.44,loss
Andhra Pradesh,Rajampet,4,ASADI. VENKATADRI,Rashtriya Krantikari Samajwadi Party,3449,11,3460,0.28,loss
Andhra Pradesh,Rajampet,5,KARIMULLA KHAN PATTAN,Navataram Party,1132,3,1135,0.09,loss
Andhra Pradesh,Rajampet,6,KHADER VALI SHAIK,Indian Union Muslim League,1555,2,1557,0.13,loss
Andhra Pradesh,Rajampet,7,SYED MUKARRAM,Janasena Party,33833,153,33986,2.78,loss
Andhra Pradesh,Rajampet,8,NARESH KUMAR POOJALA,Independent,1761,7,1768,0.14,loss
Andhra Pradesh,Rajampet,9,PASUPULETI VENKATARAMANA ROYAL,Independent,3809,12,3821,0.31,loss
Andhra Pradesh,Rajampet,10,NOTA,None of the Above,21289,50,21339,1.74,loss
Andhra Pradesh,Srikakulam,1,KINJARAPU RAM MOHAN NAIDU,Telugu Desam,529213,5331,534544,46.19,loss
Andhra Pradesh,Srikakulam,2,DOLA JAGAN,Indian National Congress,13456,289,13745,1.19,loss
Andhra Pradesh,Srikakulam,3,DUVVADA SRINIVAS,Yuvajana Sramika Rythu Congress Party,520931,6960,527891,45.61,loss
Andhra Pradesh,Srikakulam,4,PERLA SAMBA MURTHY,Bharatiya Janata Party,7357,1033,8390,0.72,loss
Andhra Pradesh,Srikakulam,5,MATTA SATISH CHAKRAVARTHY,Pyramid Party of India,1441,7,1448,0.13,loss
Andhra Pradesh,Srikakulam,6,METTA RAMARAO,Janasena Party,31319,637,31956,2.76,loss
Andhra Pradesh,Srikakulam,7,NAMBALLA KRISHNA MOHAN,Independent,4829,7,4836,0.42,loss
Andhra Pradesh,Srikakulam,8,NAIDUGARI RAJASEKHAR,Independent,5151,5,5156,0.45,loss
Andhra Pradesh,Srikakulam,9,BETHA VIVEKANANDA MAHARAJ,Independent,3814,4,3818,0.33,loss
Andhra Pradesh,Srikakulam,10,NOTA,None of the Above,25500,45,25545,2.21,loss
Andhra Pradesh,Tirupati,1,Chintamohan,Indian National Congress,23926,113,24039,1.83,loss
Andhra Pradesh,Tirupati,2,Doctor Daggumati Sreehari Rao,Bahujan Samaj Party,20847,124,20971,1.6,loss
Andhra Pradesh,Tirupati,3,Panabaka Lakshmi,Telugu Desam,490605,3896,494501,37.65,loss
Andhra Pradesh,Tirupati,4,Balli Durga Prasad Rao,Yuvajana Sramika Rythu Congress Party,717924,4953,722877,55.03,loss
Andhra Pradesh,Tirupati,5,Bommi Srihari Rao,Bharatiya Janata Party,16001,124,16125,1.23,loss
Andhra Pradesh,Tirupati,6,Karra Siva (Pyramid Siva),Pyramid Party of India,998,5,1003,0.08,loss
Andhra Pradesh,Tirupati,7,"Neeruguttu Nagesh, M.A., Philosophy",Janapaalana Party (Democratic),912,1,913,0.07,loss
Andhra Pradesh,Tirupati,8,Bokkam. Ramesh,Viduthalai Chiruthaigal Katchi,1194,1,1195,0.09,loss
Andhra Pradesh,Tirupati,9,Viruvuru Sudhakar,Vishwa Jana Party,995,3,998,0.08,loss
Andhra Pradesh,Tirupati,10,M. Solomon,Andhra Rastra Praja Samithi,1563,0,1563,0.12,loss
Andhra Pradesh,Tirupati,11,Kattamanchi Prabhakar,Independent,1430,0,1430,0.11,loss
Andhra Pradesh,Tirupati,12,K.S. Munirathnam,Independent,2117,2,2119,0.16,loss
Andhra Pradesh,Tirupati,13,NOTA,None of the Above,25750,31,25781,1.96,loss
Andhra Pradesh,Vijayawada,1,KILARU DILEEP,Bharatiya Janata Party,18411,93,18504,1.45,loss
Andhra Pradesh,Vijayawada,2,KESINENI SRINIVAS (NANI),Telugu Desam,573929,1569,575498,45.04,loss
Andhra Pradesh,Vijayawada,3,NARAHARISETTY. NARASIMHARAO.,Indian National Congress,16204,57,16261,1.27,loss
Andhra Pradesh,Vijayawada,4,POTLURI.V.PRASAD ( P V P ),Yuvajana Sramika Rythu Congress Party,564174,2598,566772,44.36,loss
Andhra Pradesh,Vijayawada,5,ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party,2457,0,2457,0.19,loss
Andhra Pradesh,Vijayawada,6,DATLA LURDU MARY,Mundadugu Praja Party,433,1,434,0.03,loss
Andhra Pradesh,Vijayawada,7,PADALA SIVA PRASAD,Navarang Congress Party,480,0,480,0.04,loss
Andhra Pradesh,Vijayawada,8,Muttamsetty Prasad babu,Janasena Party,81416,234,81650,6.39,loss
Andhra Pradesh,Vijayawada,9,SEKHAR,Pyramid Party of India,683,2,685,0.05,loss
Andhra Pradesh,Vijayawada,10,Sk. Riyaz,Indian Union Muslim League,412,0,412,0.03,loss
Andhra Pradesh,Vijayawada,11,ANIL KUMAR MADDINENI,Independent,1049,0,1049,0.08,loss
Andhra Pradesh,Vijayawada,12,DHANEKULA GANDHI,Independent,687,1,688,0.05,loss
Andhra Pradesh,Vijayawada,13,NANDINI NALLAGHATLA,Independent,951,2,953,0.07,loss
Andhra Pradesh,Vijayawada,14,BOLISETTY HARI BABU,Independent,1739,0,1739,0.14,loss
Andhra Pradesh,Vijayawada,15,MOHAMMAD ISHAQ,Independent,1218,0,1218,0.1,loss
Andhra Pradesh,Vijayawada,16,NOTA,None of the Above,8889,22,8911,0.7,loss
Andhra Pradesh,Visakhapatnam,1,DAGGUBATI PURANDESWARI,Bharatiya Janata Party,33430,462,33892,2.73,loss
Andhra Pradesh,Visakhapatnam,2,PEDADA. RAMANIKUMARI,Indian National Congress,14550,83,14633,1.18,loss
Andhra Pradesh,Visakhapatnam,3,BHARAT MATHUKUMILLI,Telugu Desam,431093,1399,432492,34.89,loss
Andhra Pradesh,Visakhapatnam,4,M V V SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,433968,2938,436906,35.24,loss
Andhra Pradesh,Visakhapatnam,5,GEORGE BANGARI,Viduthalai Chiruthaigal Katchi,3027,1,3028,0.24,loss
Andhra Pradesh,Visakhapatnam,6,B. JAYA VENU GOPAL,Pyramid Party of India,1622,5,1627,0.13,loss
Andhra Pradesh,Visakhapatnam,7,V.V. LAKSHMI NARAYANA,Janasena Party,287072,1802,288874,23.3,loss
Andhra Pradesh,Visakhapatnam,8,ANMISH VARMA,Independent,1904,11,1915,0.15,loss
Andhra Pradesh,Visakhapatnam,9,R. UDAYA GOWRI,Independent,1384,0,1384,0.11,loss
Andhra Pradesh,Visakhapatnam,10,KOTHAPALLI GEETHA,Independent,1155,3,1158,0.09,loss
Andhra Pradesh,Visakhapatnam,11,GAMPALA SOMASUNDARAM,Independent,1127,1,1128,0.09,loss
Andhra Pradesh,Visakhapatnam,12,GANNU MALLAYYA,Independent,1311,2,1313,0.11,loss
Andhra Pradesh,Visakhapatnam,13,DURGAPRASAD. GUNTU,Independent,2463,1,2464,0.2,loss
Andhra Pradesh,Visakhapatnam,14,PULAPAKA RAJA SEKHAR,Independent,2294,0,2294,0.19,loss
Andhra Pradesh,Visakhapatnam,15,NOTA,None of the Above,16626,20,16646,1.34,loss
Andhra Pradesh,Vizianagaram,1,Ashok Gajapathi Raju Pusapati,Telugu Desam,527307,3075,530382,43.55,loss
Andhra Pradesh,Vizianagaram,2,Adiraju Yedla,Indian National Congress,15607,118,15725,1.29,loss
Andhra Pradesh,Vizianagaram,3,Bellana Chandra Sekhar,Yuvajana Sramika Rythu Congress Party,573466,4952,578418,47.49,loss
Andhra Pradesh,Vizianagaram,4,Sanyasi Raju Pakalapati,Bharatiya Janata Party,6902,364,7266,0.6,loss
Andhra Pradesh,Vizianagaram,5,P.V.A. Ananda Sagar,Samaanya Praja Party,4981,2,4983,0.41,loss
Andhra Pradesh,Vizianagaram,6,Chiranjeevi Lingala,Andhra Chaitanya Party,1261,2,1263,0.1,loss
Andhra Pradesh,Vizianagaram,7,Mukka Srinivas Rao,Janasena Party,33779,413,34192,2.81,loss
Andhra Pradesh,Vizianagaram,8,Lagudu. Govinda Rao,Jana Jagruti Party,787,4,791,0.06,loss
Andhra Pradesh,Vizianagaram,9,Surya Bhavani. K,Pyramid Party of India,822,8,830,0.07,loss
Andhra Pradesh,Vizianagaram,10,Yella Rao Siyyadula,Independent,1010,0,1010,0.08,loss
Andhra Pradesh,Vizianagaram,11,Dhanalakoti Ramana,Independent,1172,4,1176,0.1,loss
Andhra Pradesh,Vizianagaram,12,Pentapati Rajesh,Independent,1461,1,1462,0.12,loss
Andhra Pradesh,Vizianagaram,13,Ijjurouthu Ramunaidu,Independent,4550,3,4553,0.37,loss
Andhra Pradesh,Vizianagaram,14,Venkata Trindha Rao Veluri,Independent,6336,2,6338,0.52,loss
Andhra Pradesh,Vizianagaram,15,NOTA,None of the Above,29468,33,29501,2.42,loss
Arunachal Pradesh,ARUNACHAL EAST,1,Lowangcha Wanglat,Indian National Congress,80378,3557,83935,28.57,loss
Arunachal Pradesh,ARUNACHAL EAST,2,Mongol Yomso,People's Party of Arunachal,22160,777,22937,7.81,loss
Arunachal Pradesh,ARUNACHAL EAST,3,Tapir Gao,Bharatiya Janata Party,148567,5316,153883,52.38,loss
Arunachal Pradesh,ARUNACHAL EAST,4,Bandey Mili,Janata Dal (Secular),15304,654,15958,5.43,loss
Arunachal Pradesh,ARUNACHAL EAST,5,C. C. Singpho,Independent,10955,538,11493,3.91,loss
Arunachal Pradesh,ARUNACHAL EAST,6,NOTA,None of the Above,5490,85,5575,1.9,loss
Arunachal Pradesh,ARUNACHAL WEST,1,KIREN RIJIJU,Bharatiya Janata Party,216494,9302,225796,63.02,loss
Arunachal Pradesh,ARUNACHAL WEST,2,NABAM TUKI,Indian National Congress,49362,1591,50953,14.22,loss
Arunachal Pradesh,ARUNACHAL WEST,3,SUBU KECHI,People's Party of Arunachal,4633,133,4766,1.33,loss
Arunachal Pradesh,ARUNACHAL WEST,4,JARJUM ETE,Janata Dal (Secular),41509,2410,43919,12.26,loss
Arunachal Pradesh,ARUNACHAL WEST,5,JOMIN NYOKIR KARA,All India Forward Bloc,1879,42,1921,0.54,loss
Arunachal Pradesh,ARUNACHAL WEST,6,KHYODA APIK,National People's Party,26530,589,27119,7.57,loss
Arunachal Pradesh,ARUNACHAL WEST,7,RUMAK JOMOH,Independent,1878,68,1946,0.54,loss
Arunachal Pradesh,ARUNACHAL WEST,8,NOTA,None of the Above,1837,52,1889,0.53,loss
Assam,Autonomous District,1,BIREN SINGH ENGTI,Indian National Congress,141344,346,141690,22.94,loss
Assam,Autonomous District,2,HOREN SING BEY,Bharatiya Janata Party,380183,1133,381316,61.73,loss
Assam,Autonomous District,3,LIENKHOCHON,National People's Party,9920,117,10037,1.62,loss
Assam,Autonomous District,4,HOLIRAM TERANG,Autonomous State Demand Committee,36840,75,36915,5.98,loss
Assam,Autonomous District,5,JONES INGTI KATHAR,Independent,39425,158,39583,6.41,loss
Assam,Autonomous District,6,NOTA,None of the Above,8160,34,8194,1.33,loss
Assam,Barpeta,1,Abdul Khaleque,Indian National Congress,643441,1732,645173,44.23,loss
Assam,Barpeta,2,Ashahak Ali Dewan,All India Trinamool Congress,20405,61,20466,1.4,loss
Assam,Barpeta,3,Kumar Deepak Das,Asom Gana Parishad,501319,3547,504866,34.61,loss
Assam,Barpeta,4,Rafiqul Islam,All India United Democratic Front,248360,307,248667,17.05,loss
Assam,Barpeta,5,Aroon Barooa,Purvanchal Janta Party (Secular),3424,194,3618,0.25,loss
Assam,Barpeta,6,Chitralekha Das,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2322,60,2382,0.16,loss
Assam,Barpeta,7,Saniara Parbin,Voters Party International,3391,46,3437,0.24,loss
Assam,Barpeta,8,Pranabjyoti Das Rajbonshi,National People's Party,2390,72,2462,0.17,loss
Assam,Barpeta,9,Bhadreswar Barman,National Republican Congress,2164,50,2214,0.15,loss
Assam,Barpeta,10,Matiar Rahman,The National Road Map Party of India,3970,3,3973,0.27,loss
Assam,Barpeta,11,Rejaul Karim,Republican Party of India (A),3345,5,3350,0.23,loss
Assam,Barpeta,12,Santanu Mukherjee,Bharatiya Gana Parishad,5279,129,5408,0.37,loss
Assam,Barpeta,13,Arfan Ali,Independent,2780,19,2799,0.19,loss
Assam,Barpeta,14,NOTA,None of the Above,9648,86,9734,0.67,loss
Assam,Dhubri,1,ABU TAHER BEPARI,Indian National Congress,492086,420,492506,29.23,loss
Assam,Dhubri,2,ZABED ISLAM,Asom Gana Parishad,398770,963,399733,23.72,loss
Assam,Dhubri,3,NURUL ISLAM CHOUDHURY,All India Trinamool Congress,12865,30,12895,0.77,loss
Assam,Dhubri,4,BADRUDDIN AJMAL,All India United Democratic Front,718131,633,718764,42.66,loss
Assam,Dhubri,5,ALAKESH ROY,Hindusthan Nirman Dal,7717,63,7780,0.46,loss
Assam,Dhubri,6,SURAT JAMAN MONDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4304,21,4325,0.26,loss
Assam,Dhubri,7,JOHIRUL ISLAM KHAN,Purvanchal Janta Party (Secular),2846,13,2859,0.17,loss
Assam,Dhubri,8,NRIPEN DAS,Bharatiya National Janta Dal,1908,164,2072,0.12,loss
Assam,Dhubri,9,MEHBUBAR RAHMAN,Republican Party of India (A),4249,1,4250,0.25,loss
Assam,Dhubri,10,SHAJAHAN SHEIKH,Voters Party International,5625,3,5628,0.33,loss
Assam,Dhubri,11,ANAMIKA SARKAR,Independent,5566,23,5589,0.33,loss
Assam,Dhubri,12,UTTAM KUMAR RAY,Independent,3290,31,3321,0.2,loss
Assam,Dhubri,13,MIR HUSSAIN SARKAR,Independent,4138,0,4138,0.25,loss
Assam,Dhubri,14,RUKUNUR ZAMAN,Independent,4393,0,4393,0.26,loss
Assam,Dhubri,15,SHUKUR ALI,Independent,7765,9,7774,0.46,loss
Assam,Dhubri,16,NOTA,None of the Above,8963,15,8978,0.53,loss
Assam,Dibrugarh,1,PABAN SINGH GHATOWAR,Indian National Congress,294663,354,295017,29.04,loss
Assam,Dibrugarh,2,RAMESWAR TELI,Bharatiya Janata Party,657983,1600,659583,64.94,loss
Assam,Dibrugarh,3,DR. TITUS BHENGRA,Bahujan Mukti Party,6930,3,6933,0.68,loss
Assam,Dibrugarh,4,BHABEN BARUAH,National People's Party,9687,31,9718,0.96,loss
Assam,Dibrugarh,5,APURBA SAIKIA,Independent,3790,21,3811,0.38,loss
Assam,Dibrugarh,6,ISRAIL NANDA,Independent,5684,3,5687,0.56,loss
Assam,Dibrugarh,7,NURUL HUDA IMDADUL ISLAM SAIKIA,Independent,5598,1,5599,0.55,loss
Assam,Dibrugarh,8,RUBUL BURAGOHAIN,Independent,8102,10,8112,0.8,loss
Assam,Dibrugarh,9,NOTA,None of the Above,21240,48,21288,2.1,loss
Assam,Gauhati,1,QUEEN OJA,Bharatiya Janata Party,1007156,1780,1008936,57.2,loss
Assam,Gauhati,2,BOBBEETA SHARMA,Indian National Congress,662776,554,663330,37.61,loss
Assam,Gauhati,3,MANOJ SHARMA,All India Trinamool Congress,10135,6,10141,0.57,loss
Assam,Gauhati,4,AVIJIT CHAKRABORTY,Bharatiya Gana Parishad,2335,16,2351,0.13,loss
Assam,Gauhati,5,SADEK ALI,Republican Party of India (A),3645,5,3650,0.21,loss
Assam,Gauhati,6,PANKAJ DAS,Swarna Bharat Party,4102,8,4110,0.23,loss
Assam,Gauhati,7,PARTHA PRATIM BARUAH,Voters Party International,2587,3,2590,0.15,loss
Assam,Gauhati,8,MAMONI SARMA,Purvanchal Janta Party (Secular),2451,5,2456,0.14,loss
Assam,Gauhati,9,RAJIB KAKATI,Hindusthan Nirman Dal,2119,3,2122,0.12,loss
Assam,Gauhati,10,RATUL KUMAR CHOUDHURY,Samajwadi Party,2378,5,2383,0.14,loss
Assam,Gauhati,11,RUBI NEOG,National Republican Congress,2050,14,2064,0.12,loss
Assam,Gauhati,12,ALIMUDDIN AHMED,Independent,2833,3,2836,0.16,loss
Assam,Gauhati,13,UPAMANYU HAZARIKA,Independent,21114,79,21193,1.2,loss
Assam,Gauhati,14,UTPAL BORGOHAIN,Independent,2748,5,2753,0.16,loss
Assam,Gauhati,15,JUNMONI DEVI KHAUND,Independent,5479,4,5483,0.31,loss
Assam,Gauhati,16,FARUK AHMED BHUYAN,Independent,9043,1,9044,0.51,loss
Assam,Gauhati,17,SHANKHA SINHA,Independent,7847,2,7849,0.45,loss
Assam,Gauhati,18,NOTA,None of the Above,10442,24,10466,0.59,loss
Assam,Jorhat,1,KANAK GOGOI,Communist Party of India,17759,90,17849,1.69,loss
Assam,Jorhat,2,TOPON KUMAR GOGOI,Bharatiya Janata Party,540942,2346,543288,51.35,loss
Assam,Jorhat,3,RIBULAYA GOGOI,All India Trinamool Congress,6058,63,6121,0.58,loss
Assam,Jorhat,4,SUSHANTA BORGOHAIN,Indian National Congress,459480,1155,460635,43.54,loss
Assam,Jorhat,5,KAMALA RAJ KONWAR,National People's Party,4989,7,4996,0.47,loss
Assam,Jorhat,6,RAJ KUMAR DUWARA,All India Forward Bloc,3431,7,3438,0.32,loss
Assam,Jorhat,7,ARBIN KUMAR BORUAH,Independent,3577,11,3588,0.34,loss
Assam,Jorhat,8,NANDITA NAG,Independent,5467,14,5481,0.52,loss
Assam,Jorhat,9,NOTA,None of the Above,12536,33,12569,1.19,loss
Assam,Kaliabor,1,Gaurav Gogoi,Indian National Congress,785014,1078,786092,55.18,loss
Assam,Kaliabor,2,Moni Madhab Mahanta,Asom Gana Parishad,574456,1642,576098,40.44,loss
Assam,Kaliabor,3,Abdul Aziz,National People's Party,9880,23,9903,0.7,loss
Assam,Kaliabor,4,Shree Diganta Kumar Saikia,Hindusthan Nirman Dal,5650,62,5712,0.4,loss
Assam,Kaliabor,5,Md. Hariqul Islam Bhuyan,Asom Jana Morcha,5257,13,5270,0.37,loss
Assam,Kaliabor,6,Sri Jiten Gogoi,Independent,18253,91,18344,1.29,loss
Assam,Kaliabor,7,Sri Bhaskar Sarmah,Independent,7316,39,7355,0.52,loss
Assam,Kaliabor,8,NOTA,None of the Above,15845,68,15913,1.12,loss
Assam,Karimganj,1,KRIPANATH MALLAH,Bharatiya Janata Party,471946,1100,473046,44.62,loss
Assam,Karimganj,2,CHANDAN DAS,All India Trinamool Congress,4848,22,4870,0.46,loss
Assam,Karimganj,3,RADHESHYAM BISWAS,All India United Democratic Front,434519,138,434657,41,loss
Assam,Karimganj,4,SWARUP DAS,Indian National Congress,120293,159,120452,11.36,loss
Assam,Karimganj,5,AJOY KUMAR SARKAR,All India Forward Bloc,1537,1,1538,0.15,loss
Assam,Karimganj,6,NIKHIL RANJAN DAS,Hindusthan Nirman Dal,2518,1,2519,0.24,loss
Assam,Karimganj,7,PROBASH CHANDRA SARKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1165,1,1166,0.11,loss
Assam,Karimganj,8,ANUPAM SINGHA,Independent,1057,12,1069,0.1,loss
Assam,Karimganj,9,PARIKSHIT ROY,Independent,2765,0,2765,0.26,loss
Assam,Karimganj,10,RABINDRA CHANDRA DAS,Independent,1714,5,1719,0.16,loss
Assam,Karimganj,11,RAJU DAS,Independent,2107,4,2111,0.2,loss
Assam,Karimganj,12,RAMNARAYAN SUKLABAIDYA,Independent,1795,0,1795,0.17,loss
Assam,Karimganj,13,SATYAJIT DAS,Independent,2986,2,2988,0.28,loss
Assam,Karimganj,14,HARILAL RABIDAS,Independent,2821,1,2822,0.27,loss
Assam,Karimganj,15,NOTA,None of the Above,6548,7,6555,0.62,loss
Assam,Kokrajhar,1,Pramila Rani Brahma,Bodoland Peoples Front,443410,3364,446774,30.2,loss
Assam,Kokrajhar,2,Biraj Deka,Communist Party of India (Marxist),27804,324,28128,1.9,loss
Assam,Kokrajhar,3,Sabda Ram Rabha,Indian National Congress,146251,867,147118,9.94,loss
Assam,Kokrajhar,4,Urkhao Gwra Brahma,"United People’s Party, Liberal",309736,2699,312435,21.12,loss
Assam,Kokrajhar,5,Charan Iswary,Purvanchal Janta Party (Secular),9519,308,9827,0.66,loss
Assam,Kokrajhar,6,Rajesh Narzary,Voters Party International,13866,42,13908,0.94,loss
Assam,Kokrajhar,7,Naba Kumar Sarania,Independent,482556,2004,484560,32.75,loss
Assam,Kokrajhar,8,Prasanjit Kumar Das,Independent,9822,137,9959,0.67,loss
Assam,Kokrajhar,9,Ranjoy Kr. Brahma,Independent,10733,55,10788,0.73,loss
Assam,Kokrajhar,10,NOTA,None of the Above,15867,121,15988,1.08,loss
Assam,Lakhimpur,1,ANIL BORGOHAIN,Indian National Congress,425002,853,425855,33.18,loss
Assam,Lakhimpur,2,ANUP PRATIM BORBARUAH,Nationalist Congress Party,4463,64,4527,0.35,loss
Assam,Lakhimpur,3,AMIYA KUMAR HANDIQUE,Communist Party of India (Marxist),12746,63,12809,1,loss
Assam,Lakhimpur,4,ARUP KALITA,Communist Party of India,13357,21,13378,1.04,loss
Assam,Lakhimpur,5,PRADAN BARUAH,Bharatiya Janata Party,774017,2389,776406,60.49,loss
Assam,Lakhimpur,6,UBAIDUR RAHMAN,Asom Jana Morcha,8738,0,8738,0.68,loss
Assam,Lakhimpur,7,DILIP MORAN,Assam Dristi Party,8196,89,8285,0.65,loss
Assam,Lakhimpur,8,BHUPEN NARAH,Voters Party International,5566,15,5581,0.43,loss
Assam,Lakhimpur,9,HEM KANTA MIRI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4009,25,4034,0.31,loss
Assam,Lakhimpur,10,AMBAZ UDDIN,Independent,3889,1,3890,0.3,loss
Assam,Lakhimpur,11,PROBHU LAL VAISNAVA,Independent,4858,8,4866,0.38,loss
Assam,Lakhimpur,12,NOTA,None of the Above,15187,33,15220,1.19,loss
Assam,Mangaldoi,1,DILIP SAIKIA,Bharatiya Janata Party,732740,2729,735469,48.83,loss
Assam,Mangaldoi,2,BHUBANESWAR KALITA,Indian National Congress,595845,1079,596924,39.63,loss
Assam,Mangaldoi,3,SUDHENDU MOHAN TALUKDAR,All India Trinamool Congress,10619,21,10640,0.71,loss
Assam,Mangaldoi,4,AINUL HAQUE,Asom Jana Morcha,4242,7,4249,0.28,loss
Assam,Mangaldoi,5,GANDHESHWAR MOCHAHARI,Voters Party International,11212,33,11245,0.75,loss
Assam,Mangaldoi,6,BIREN BASAK,Bharatiya Gana Parishad,2520,4,2524,0.17,loss
Assam,Mangaldoi,7,MANI RAM BASUMATARY,Hindusthan Nirman Dal,3831,67,3898,0.26,loss
Assam,Mangaldoi,8,SWARNALATA CHALIHA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3819,10,3829,0.25,loss
Assam,Mangaldoi,9,KAZI NEKIB AHMED,Independent,7131,4,7135,0.47,loss
Assam,Mangaldoi,10,JAYANTA KUMAR KALITA,Independent,7799,7,7806,0.52,loss
Assam,Mangaldoi,11,PRODEEP KUMAR DAIMARY,"United People’s Party, Liberal",103402,468,103870,6.9,loss
